temp_level,moisture,wind_risk,rain_status,advisory_type,status,severity_score,title,message,time_window,icon_type,source,uid,created_at,updated_at,deleted_at
Moderate,Humid,Breezy,Dry,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,61872fc2-4747-4b1e-b03d-6e1079595226,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Breezy,Dry,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,f2f9ec6d-b75b-47fe-b9ea-b00a1e3ee56c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Breezy,Dry,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,1d6b2d90-ec64-4588-9da3-047727a515eb,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Breezy,Light Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,efb4cd35-556b-4987-a0ae-66ace300ab2f,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Breezy,Light Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,099e5660-f968-41cc-8b3e-91b3c179bd01,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Breezy,Light Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,0e2c4b4f-cae6-4437-a94b-e5b7ce5f545d,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Breezy,Light Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,c84a1fec-5b6c-4535-b906-71d7bbfbb96b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Breezy,Heavy Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,9d28668f-7113-49c2-ae30-e6e4294a97fc,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Breezy,Heavy Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,1e497a27-f5d3-4f13-bd54-d5d294f0f66c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Breezy,Heavy Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,546df2c5-7f76-4726-b8cb-11c1560ef1b6,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Breezy,Heavy Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,dd32e68c-ec3d-44b5-8499-065187dbd1c8,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Strong Gusts,Dry,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,27ffe6af-6345-4848-8fc4-9b7a06ded69c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Strong Gusts,Dry,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,89bfc45e-6020-43a8-ba19-a2750c8f83da,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Strong Gusts,Dry,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,4dca9a85-0a5c-43dd-8183-7a55b66899fc,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Strong Gusts,Dry,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,ba40d48c-abb6-408e-a1fb-d764afa1aac1,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Strong Gusts,Light Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,d080753d-e9d5-4c83-bd35-d8af638f98cf,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Strong Gusts,Light Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,ac85ba40-a2a0-40b3-912d-fa5f309c5bd7,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Strong Gusts,Light Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,71e4f6ea-0992-4802-a157-941a523a40a8,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Strong Gusts,Light Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,62bef7af-b797-4345-97e2-5872248eedac,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Strong Gusts,Heavy Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,646b9bb7-0ec5-4773-8587-ce8129e72b1b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Strong Gusts,Heavy Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,f079c8ff-1306-45fe-906f-336ff40641be,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Strong Gusts,Heavy Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,8aa61230-5575-4d85-b6c8-0efd54ad0e5c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Moderate,Humid,Strong Gusts,Heavy Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,be45a1bb-121b-475e-95db-70b9ad7b2189,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Calm,Dry,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,ecf25cda-8647-4f4c-8040-8ac14a7d1843,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Calm,Dry,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,14b5baf0-8467-48c9-9b58-2bcd69e4d443,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Calm,Dry,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,0ca2d293-961f-49d2-8f2f-6cfc63b2ad39,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Calm,Dry,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,e41a985d-cd40-41e7-81f5-29b5603ca5ca,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Calm,Light Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,9ae76ddb-c89f-499f-a4de-8394b7a81d1a,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Calm,Light Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,0351794e-4067-4150-b0e7-632eb9b67756,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Calm,Light Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,870a1364-4777-4457-8913-13b6bcc5c15c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Calm,Light Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,3fa614c7-ce6d-4833-a0ce-8495fe62f04c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Calm,Heavy Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,317d8889-4f0b-483a-9543-fcd433749f8f,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Calm,Heavy Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,986184bf-1878-42e9-836a-cce2028ed918,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Calm,Heavy Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,ee92e0d1-657a-4ab2-9b11-e3a510ff097d,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Calm,Heavy Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,bf1bc0e3-15ea-4255-970a-2a164cb6c2e7,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Breezy,Dry,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,2322cf65-5920-4ad9-a110-48fd51f8e4a5,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Breezy,Dry,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,745fc292-c355-44e2-80c3-d5cf143ef298,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Breezy,Dry,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,c6e552a2-b5de-4f88-b6c1-6e679a9d26ad,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Breezy,Dry,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,9a3993cb-5854-46ff-9d6f-2eb9bc27d619,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Breezy,Light Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,f5823885-1be9-4bb8-a633-c353ddf602ea,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Breezy,Light Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,b77f8e1d-3159-434d-b3ea-0d7ad03a8d40,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Breezy,Light Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,6c3fa8c9-ab6f-4a90-bf22-0d04eaab980f,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Breezy,Light Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,db4e5921-73c7-4faf-8723-ea75a2af4bc2,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Breezy,Heavy Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,ff0a63b3-3198-429f-887a-79bd87ef305a,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Breezy,Heavy Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,15c77819-5e29-4c81-9a7f-274984f6c337,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Breezy,Heavy Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,8293a813-e924-4c8b-954a-b13732dfd5e1,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Breezy,Heavy Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,c6f05b57-4074-462d-8266-293367eba633,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Strong Gusts,Dry,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,ee074fcb-4cbf-4c4c-97f0-c27f5f23ad9b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Strong Gusts,Dry,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,2ae2764e-5155-4a91-86b5-74caeee813ff,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Strong Gusts,Dry,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,e835c4e9-6b3c-4f7a-862e-7184f0bde1b5,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Strong Gusts,Dry,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,2a976a9b-7266-4e78-a2aa-e57e0fb87145,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Strong Gusts,Light Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,b54ed6fc-1217-4b98-b438-dff20cae5e9b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Strong Gusts,Light Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,9858aac7-f163-4480-aaa9-14c4cc1d30d8,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Strong Gusts,Light Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,ec59f801-0ac3-4cc3-ac81-42a564402e43,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Strong Gusts,Light Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,c7e9b87b-aa17-4275-be33-c66bfe5f6255,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Strong Gusts,Heavy Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,c85a18bd-a41f-4380-914a-28406a019692,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Strong Gusts,Heavy Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,6e25233e-a2ba-4111-8d95-f0e68a8387ad,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Strong Gusts,Heavy Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,2bf84d1a-16cf-4019-ad9c-0f5f7ea98ecd,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Very Dry,Strong Gusts,Heavy Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,d47eb0c4-32d8-41ef-9840-0a37edf9f0c8,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Calm,Dry,irrigation,STABLE,15,Irrigation Safe,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,,droplet,manual,51a6b6a2-e614-4325-aa52-4435d6dd88f5,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Calm,Dry,spraying,STABLE,15,Good Spraying Conditions,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,,spray,manual,543909cf-2f10-491d-a034-970de8bae9ba,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Calm,Dry,fungal_risk,STABLE,15,Low Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,shield,manual,68d5e8eb-302d-42b4-95da-4707de237465,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Calm,Dry,field_work,STABLE,15,Good Field Work Day,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,,tractor,manual,36128255-eb65-47d4-8371-72083a9930a3,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Calm,Light Rain,irrigation,STABLE,15,Irrigation Safe,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,,droplet,manual,b49161be-2676-4a13-b08d-9f82de883ce8,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Calm,Light Rain,spraying,STABLE,15,Good Spraying Conditions,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,,spray,manual,0013a7a9-cfe9-4373-a6d1-4ccc003ff25e,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Calm,Light Rain,fungal_risk,STABLE,15,Low Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,shield,manual,af6b32ab-f8af-43be-8ad6-4e72be9a138c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Calm,Light Rain,field_work,STABLE,15,Good Field Work Day,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,,tractor,manual,9caab191-e14e-4044-a209-3d493d51e813,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Calm,Heavy Rain,irrigation,STABLE,15,Irrigation Safe,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,,droplet,manual,8904c169-f4e0-42ce-b34e-2824bebb9196,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Calm,Heavy Rain,spraying,STABLE,15,Good Spraying Conditions,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,,spray,manual,cc092fba-2089-40c1-ae4f-87642cb80b82,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Calm,Heavy Rain,fungal_risk,STABLE,15,Low Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,shield,manual,d8b6b7c0-821e-41a6-bd0d-7831824e651e,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Calm,Heavy Rain,field_work,STABLE,15,Good Field Work Day,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,,tractor,manual,22edec6a-94ab-4f5f-9a10-efc3a58ce2e7,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Breezy,Dry,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,2e2d6391-b5fe-4273-9af4-405bb81eca1b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Breezy,Dry,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,3e0fcb9a-805e-4f57-b0a8-a719ba333d91,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Breezy,Dry,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,60b32e0e-3b1e-4539-b06a-09eefcddeaf7,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Breezy,Dry,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,6492c044-b956-4b9d-8cea-51a70afe8961,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Breezy,Light Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,0cf94a41-0a40-4b03-bcda-ff1c385347e5,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Breezy,Light Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,bdd268d1-ea49-4604-82fa-a78975ddeaaf,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Breezy,Light Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,a69e80ee-3197-4fae-bb7e-e1b3c7b52f7b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Breezy,Light Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,fbee29c3-fb0e-4e6f-9471-bfea398678dd,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Breezy,Heavy Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,d3536049-690b-4f5f-9b56-f6de7f7642fb,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Breezy,Heavy Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,8cbb0618-c841-4b7a-bcc3-6c8729090791,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Breezy,Heavy Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,e818e48b-80d3-45a4-afc8-9ae9dee872a4,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Breezy,Heavy Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,d5c77787-8e44-47ab-b2b0-e1dc7b762e7b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
