category,item_name,disease_name,scientific_name,treatment,language,uid,created_at,updated_at,deleted_at
crop,Ragi,Ragi Mottling Virus (Viral),Finger millet mottling virus,Leaves show pale green or yellow streaks and a patchy appearance. The plant stays small and stunted. Spread by Aphids. You cannot cure the virus; you must kill the insects. Spray Neem oil (5ml/liter) or Dimethoate (1.7ml/liter). Pull out infected plants immediately to prevent the aphids from carrying the virus to healthy neighbors.,en,knowledge_base_1fac13b4-ebd2-4f1b-acf3-1e0c780c5be8,2026-01-12 19:09:08.013000+00:00,,
crop,Ragi,Bacterial Leaf Streak (Bacterial),Xanthomonas campestris pv. eleusine,"Fine, transparent, water-soaked streaks along the leaf veins that eventually turn brown. Spray Streptocycline (1g in 10L) mixed with Copper Oxychloride (20g). Avoid working in the field when plants are wet. Adding Potash (Potassium) to your fertilizer schedule helps the leaf develop a tougher skin against these bacteria.",en,knowledge_base_286f31ef-299d-469b-bf08-23f46d63b97b,2026-01-12 19:09:08.013000+00:00,,
crop,Ragi,Grain Smut* (Fungal),Ustilago eleusinis,"While it affects grains, the first sign is often the darkening of the earhead tissues. Grains turn into green or black powdery sacs. Since it is seed-borne, seed treatment with Carbendazim (2g/kg) is the only effective way to stop it. If you see smutted heads, remove them carefully in a plastic bag and burn them.",en,knowledge_base_c3737bb5-1beb-468b-aac8-4e77bd51baa3,2026-01-12 19:09:08.013000+00:00,,
crop,Ragi,Foot Rot / Wilt (Fungal),Fusarium moniliforme,Lower leaves turn yellow and the whole plant wilts and dries up. Drench the base of the plants with Carbendazim (2g/liter). The best prevention is to mix Trichoderma viride (2kg/acre) with compost and apply it to the soil before sowing. This beneficial fungus eats the disease-causing fungus in the ground.,en,knowledge_base_3a8cb93d-64ef-4d71-ac84-c0df486b1351,2026-01-12 19:09:08.013000+00:00,,
crop,Rajma,Anthracnose,Colletotrichum lindemuthianum,Treat seeds with Carbendazim. Spray Mancozeb.,en,knowledge_base_60a82342-c883-403c-81d8-0b9ba0431c75,2026-01-12 19:09:08.013000+00:00,,
crop,Rapeseed,White Rust,Albugo candida,Spray Metalaxyl + Mancozeb. Use resistant varieties.,en,knowledge_base_f6cf37a0-509a-4e03-9738-5e67ef4fbeff,2026-01-12 19:09:08.013000+00:00,,
crop,Rapeseed,Alternaria Blight,Alternaria brassicae,Spray Mancozeb or Iprodione. Sow early.,en,knowledge_base_883d59d1-5b86-4a4b-87f1-e37144f55069,2026-01-12 19:09:08.013000+00:00,,
crop,Rice,Rice Blast (Fungal),Magnaporthe oryzae,"Look for spindle or ""eye-shaped"" spots with grey centers on the leaves. To treat, spray Tricyclazole (0.6g/liter) or Carbendazim (1g/liter). Avoid giving all your Urea fertilizer at once; splitting the dose keeps the leaves from becoming too soft and ""juicy"" for the fungus. Always treat seeds with Pseudomonas fluorescens before sowing to build early leaf strength.",en,knowledge_base_429e70d0-2cfc-496d-b048-dc75a793c698,2026-01-12 19:09:08.013000+00:00,,
crop,Rice,Bacterial Leaf Blight (Bacterial),Xanthomonas oryzae pv. oryzae,"This shows as yellow-to-white wavy streaks starting from the leaf tips. Since chemicals can't ""cure"" bacteria easily, spray a mix of Streptocycline (1g in 10L) and Copper Oxychloride (20g) to stop the spread. Reduce Nitrogen fertilizer immediately and drain the field water for 3 days. This stops the bacteria from swimming from one plant to the next through the water.",en,knowledge_base_13982d51-c9a6-4599-b06f-92e08e73cda6,2026-01-12 19:09:08.013000+00:00,,
crop,Rice,Brown Spot (Fungal),Bipolaris oryzae,"You will see small, dark brown oval spots that look like sesame seeds on the leaves. This usually happens in ""hungry"" or weak soil. To treat, spray Mancozeb (2g/liter). Long-term, you must improve soil health by adding Zinc and Potash. It is often called the ""poor farmer’s disease"" because it only attacks plants that aren't getting enough nutrition from the ground.",en,knowledge_base_4d039849-3791-486f-823a-0c98520be4b7,2026-01-12 19:09:08.013000+00:00,,
crop,Rice,Sheath Blight (Fungal),Rhizoctonia solani,"Large, greenish-grey ""snake-skin"" patches appear on the leaf sheaths and spread up to the leaf blades. Spray Hexaconazole (2ml/liter) or Validamycin (2ml/liter) directly at the base and on the affected leaves. Avoid planting too closely; wider spacing allows the wind to dry the leaves. Keep the field bunds clean of grass and weeds where the fungus hides.",en,knowledge_base_86f7476a-7911-4c70-a49f-38e0a3e0b771,2026-01-12 19:09:08.013000+00:00,,
crop,Soybean,Yellow Mosaic Virus,Mungbean yellow mosaic virus,Control Whiteflies. Use resistant varieties.,en,knowledge_base_ce245d40-dbaa-4358-af11-c81b71e1ebdf,2026-01-12 19:09:08.013000+00:00,,
crop,Rice,Khaira Disease (Zinc Deficiency),Zinc deficiency (Non-pathogenic),"This is a nutrition problem where the young leaves turn yellow at the base and develop rusty brown spots. To fix it, spray a mixture of Zinc Sulphate (5g) and Lime (2.5g) per 1 liter of water. You will see the leaves turn green again in 7–10 days. For the next crop, make sure to apply 25kg of Zinc Sulphate per hectare directly into the soil.",en,knowledge_base_e0fb9cf2-5a45-4aeb-ab04-97cb1eda2a00,2026-01-12 19:09:08.013000+00:00,,
fruit,Acerola,Fruit Fly Damage,Bactrocera spp.,Maggots develop inside fruits causing internal rot. Collect fallen fruits and bury deep in soil. Use methyl eugenol traps and bait sprays to reduce fly population.,en,knowledge_base_cf75f56e-9262-44b7-bce8-23925ccb33f8,2026-01-12 19:09:08.013000+00:00,,
crop,Rice,Bacterial Leaf Streak (Bacterial),Xanthomonas oryzae pv. oryzicola,"Look for very thin, straight, transparent lines between the leaf veins that eventually turn brown. Spray Streptocycline (1g in 10L) mixed with Copper Oxychloride (30g). Just like Leaf Blight, this disease loves high Nitrogen. Ensure your field has good drainage and avoid walking through the crop when the leaves are wet, as the bacteria can stick to your clothes.",en,knowledge_base_8aeb5a8e-9435-4a31-8892-d340e1a3e291,2026-01-12 19:09:08.013000+00:00,,
crop,Rice,Narrow Brown Leaf Spot (Fungal),Cercospora janseana,"This shows as very short, narrow brown lines that look like pencil marks on the leaves. To treat it, spray Propiconazole (1ml/liter). This disease is a signal that your plant needs more Potassium. Applying Muriate of Potash (MOP) during the early growth stages thickens the leaf walls, making it much harder for the fungus to poke through and start an infection.",en,knowledge_base_93968d85-a33c-42a0-8460-61dcbfec123b,2026-01-12 19:09:08.013000+00:00,,
crop,Rice,Leaf Scald (Fungal),Microdochium oryzae,"The tips of the leaves look bleached or ""burnt"" with wavy, water-soaked brown bands. Spray Carbendazim (1g/liter) at the first sign of these marks. Avoid heavy Nitrogen doses during the rainy season. This fungus spreads when wet leaves rub against each other, so proper spacing and removing weeds that keep the field too humid are the best ways to prevent it.",en,knowledge_base_e4f6f4bd-4be2-4960-aa88-922b090c5550,2026-01-12 19:09:08.013000+00:00,,
crop,Rice,Rice Tungro Virus (Viral),Rice tungro virus complex,"The leaves turn a distinct orange-yellow color from the tip downwards, and the plant stops growing. You cannot treat the virus itself, so you must kill the Green Leafhoppers that carry it. Spray Imidacloprid (0.5ml/liter) immediately. If you see only a few yellow plants, pull them out and bury them deep in the mud so the insects don't spread the virus further.",en,knowledge_base_21ed8c17-dccd-4c69-8847-69be2eefe4fb,2026-01-12 19:09:08.013000+00:00,,
crop,Rice,Red Stripe* (Bacterial),Acidovorax avenae,"You will see bright red or orange-brown stripes running along the length of the leaf. This usually happens after heavy rains or high winds. To treat, spray Copper Oxychloride (2.5g/liter). Since this is a bacterial infection, avoid using too much Urea, which makes the stripes grow faster. Ensure the field is not overcrowded so the leaves can dry out quickly after it rains.",en,knowledge_base_19ef0cf3-b299-4a06-8a9a-2cfb12d187b3,2026-01-12 19:09:08.013000+00:00,,
crop,Rice,Leaf Smut* (Fungal),Entyloma oryzae,"Small, slightly raised black spots appear on both sides of the leaf, looking like tiny specks of charcoal. It usually doesn't kill the plant but reduces the leaf's ability to make food. Spraying Mancozeb (2g/liter) or Copper Oxychloride (3g/liter) can control it. It is most common in shaded areas of the field, so ensure your crop gets plenty of direct sunlight.",en,knowledge_base_bbe21a37-e014-4966-b120-45af4fcd471f,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Downy Mildew (Fungal),Pseudoperonospora cubensis,"Yellow angular spots on top of leaves with grey ""fuzz"" underneath. Spray Metalaxyl + Mancozeb (2g/liter). Avoid overhead watering. Growing vines on a Mandap (trellis) is the best way to keep leaves dry and stop the spread.",en,knowledge_base_56b52da9-4639-4df3-924f-57d6e00c963f,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Powdery Mildew (Fungal),Podosphaera xanthii / Erysiphe cichoracearum,"White, flour-like patches on both sides of the leaf. Spray Hexaconazole (2ml/liter) or wettable Sulfur (3g/liter). A home remedy of baking soda (5g/liter) also works. Avoid over-using Nitrogen, which makes leaves soft and easy to infect.",en,knowledge_base_db13d323-5fa4-49bc-8ffc-21d8e5224f56,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Yellow Mosaic Disease (Viral),Ridge gourd yellow mosaic virus,Patchy yellow patterns on wrinkled leaves; plant stays stunted. Spread by Whiteflies. No cure—pull out sick plants immediately. Control whiteflies with yellow sticky traps and sprays of Imidacloprid (0.5ml/liter) or Neem oil.,en,knowledge_base_98facda6-b50a-462f-9e56-e8f0aa4fb489,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Cucumber Mosaic Virus (Viral),Cucumber mosaic virus (CMV),"Leaves look ""mottled"" (mixed light/dark green) and distorted. Spread by Aphids. No chemical cure. Kill aphids using Neem oil or yellow sticky traps. Keep field borders free of weeds where aphids and the virus hide.",en,knowledge_base_49dd72aa-d195-49af-a64e-56e628111456,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Fusarium Wilt (Fungal),Fusarium oxysporum f.sp. luffae,"Leaves turn yellow from the bottom up, and the whole vine wilts suddenly. Drench the base with Carbendazim (2g/liter). Mix Trichoderma viride into your manure before planting. Use raised beds to prevent waterlogging.",en,knowledge_base_994bb54c-1708-4870-9f52-3dd9d24fd2a3,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Anthracnose (Fungal),Colletotrichum orbiculare,Water-soaked yellow spots on leaves and sunken black spots on fruit. Spray Carbendazim (1g/liter). Treat seeds with Thiram (3g/kg). Avoid working in the field when leaves are wet to prevent the spread of spores.,en,knowledge_base_bc9c2a9b-f179-4a65-ad04-a3c7fc7d6964,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Cercospora Leaf Spot (Fungal),Cercospora citrullina,Small circular spots with grey centers and dark margins. Spray Mancozeb (2g/liter). This loves high humidity. Pruning older bottom leaves improves airflow. Ensure the trellis is high enough to keep leaves off the soil.,en,knowledge_base_80f10915-1865-4778-8c5f-0bf28dcc893c,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Damping Off (Fungal),Pythium spp. / Rhizoctonia solani,Seedlings in the nursery rot at the soil line and fall over. Treat seeds with Trichoderma (10g/kg) before sowing. Use raised beds and drench soil with Copper Oxychloride (2g/liter) if rot appears.,en,knowledge_base_b7c44433-1f2f-4e25-9292-fd94d4fcb191,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Fruit Rot (Phytophthora) (Fungal/Oomycete),Phytophthora capsici,"Fruit touching wet ground develops white ""cottony"" growth and rots. Spray Metalaxyl (2g/liter). The most effective fix is using a Trellis system so fruit never touches the soil. Bury rotted fruits far away.",en,knowledge_base_d27dd48b-ed85-4a53-8ec3-ab6617b30218,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Angular Leaf Spot (Bacterial),Pseudomonas syringae pv. lachrymans,"Small, water-soaked ""square"" spots that may fall out, leaving ""shot holes."" Spray Streptocycline (1g in 10L) mixed with Copper Oxychloride (2g/liter). Rotate crops with non-gourds for 2 years.",en,knowledge_base_dba0a4cd-5f53-472a-8050-94d5e4e422cf,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Scab* (Fungal),Cladosporium cucumerinum,"Small sunken spots on fruit that ooze greenish fluid; also causes ""shot holes"" in leaves. Spray Chlorothalonil (2g/liter). Loves cool, moist nights. Avoid planting too early in winter.",en,knowledge_base_dcf7ff26-596d-45d5-bb23-5853d9489a19,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Gummy Stem Blight* (Fungal),Didymella bryoniae,"Water-soaked spots on leaves and stems that ooze reddish-brown ""gum."" Spray Thiophanate Methyl (1g/liter). Use healthy, certified seeds and remove all old vines after harvest.",en,knowledge_base_b2a1580e-1f39-4f32-8b67-ce2d6122aaaa,2026-01-12 19:09:08.013000+00:00,,
fruit,Bael,Fruit Rot (Fungal),Penicillium spp.,"Brown to black rotting patches appear on mature fruits, especially during rains. Remove infected fruits and maintain orchard hygiene. Spray Mancozeb @ 2 grams per liter.",en,knowledge_base_4a1a6049-123d-426d-9e8a-1b3e535bf1c1,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Belly Rot (Rhizoctonia)* (Fungal),Rhizoctonia solani,"The side of the fruit touching the ground turns brown and corky. This happens in hot, humid weather. Use a trellis or place dry straw/mulch under fruits if they must grow on the ground.",en,knowledge_base_c07069ce-1158-4b58-9b89-b9fd160d3866,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Choanephora Fruit Rot* (Fungal),Choanephora cucurbitarum,"Flowers and young fruits are covered in ""black-headed whiskers"" and rot quickly. Spray Copper Oxychloride (3g/liter). Very common during heavy monsoon. Removing spent flowers helps reduce the chance of rot.",en,knowledge_base_8d7c3beb-f98b-4c67-9fbf-0620a260d2fb,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Alternaria Leaf Blight* (Fungal),Alternaria cucumerina,"Small brown spots with ""target-like"" rings. Spray Mancozeb (2.5g/liter). Usually attacks plants with poor nutrition. Ensure balanced NPK fertilizer to keep the vine's immune system strong.",en,knowledge_base_256e466e-f803-4a26-a6ee-132d2e700a28,2026-01-12 19:09:08.013000+00:00,,
crop,Ridge Gourd,Root Knot Nematode* (Parasitic),Meloidogyne incognita,"Stunted/yellow plants; roots have small round ""knots."" Plant African Marigold as a border crop. Apply Neem Cake (250kg/acre) during land preparation.",en,knowledge_base_96afb572-ea5f-48cc-a4b0-9c4243932083,2026-01-12 19:09:08.013000+00:00,,
crop,Rye,Ergot,Claviceps purpurea,Deep ploughing. Float seeds in salt water.,en,knowledge_base_9fed26e1-d703-4389-810e-618a173d74e2,2026-01-12 19:09:08.013000+00:00,,
crop,Sandalwood,Spike Disease,Phytoplasma,No cure. Remove infected trees immediately.,en,knowledge_base_28e1c81a-9072-4de1-a6a8-47744e9bdc2d,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Downy Mildew (Fungal),Pseudoperonospora cubensis,"Yellow angular patches on top; purple-grey ""fuzz"" underneath. Spray Metalaxyl + Mancozeb (2g/liter). Using a Trellis (Pandal) is essential. Avoid watering in the late evening so leaves don't stay wet overnight.",en,knowledge_base_1b9c4de2-93a9-4340-992b-dd94b15ce077,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Mosaic Virus (Viral),Cucumber mosaic virus (CMV),Green/yellow mottling and wrinkled leaves; twisted fruits. Spread by Aphids. No cure. Control aphids with yellow sticky traps and Neem oil (5ml/liter). Pull out and bury infected vines immediately.,en,knowledge_base_da7f03c0-c799-4a3e-9e1c-42e8e3d540ac,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Powdery Mildew (Fungal),Podosphaera xanthii,White flour-like patches on leaves. Spray Hexaconazole (2ml/liter) or wettable Sulfur (3g/liter). Ensure the vine is not overcrowded; air must flow through the leaves to prevent this fungus from settling.,en,knowledge_base_2743a34a-29f2-48a7-b6ab-d683f112255a,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Gummy Stem Blight (Fungal),Didymella bryoniae,"Water-soaked spots on stems that ooze reddish-brown ""gum."" Spray Thiophanate Methyl (1g/liter). Avoid wounding stems during weeding. Clean up old crop debris after harvest to kill hiding spores.",en,knowledge_base_0baa8a97-03de-4efd-aa76-e463b0036501,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Anthracnose (Fungal),Colletotrichum orbiculare,Sunken black spots on fruit and leaves. Spray Carbendazim (1g/liter). Treat seeds with Thiram (3g/kg) before sowing. Avoid touching vines when they are wet with rain or dew.,en,knowledge_base_ccc1fad1-81b3-484d-bdee-69358bde5b40,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Bacterial Wilt (Bacterial),Ralstonia solanacearum,"Vine wilts suddenly; ""milky thread"" oozes from cut stems in water. No cure. Control Cucumber Beetles using Neem-based insecticides. Rotate with non-gourd crops like Corn or Millet.",en,knowledge_base_4c615e43-6fd1-4134-99e9-37e96df80dda,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Fruit Rot (Phytophthora) (Fungal/Oomycete),Phytophthora capsici,Tips of long gourds turn soft and rot. Spray Metalaxyl (2g/liter). Ensure the Pandal is 6-7 feet high so gourds hang freely. Remove and bury rotted fruits far from the field.,en,knowledge_base_0eadabd5-7aac-4c80-bbf5-dd98a1a552d0,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Cercospora Leaf Spot (Fungal),Cercospora citrullina,"Small circular spots with grey centers and purple borders. Spray Mancozeb (2g/liter). Pruning older, lower leaves improves sunlight penetration and reduces moisture.",en,knowledge_base_ef82c8fe-196b-4d9c-88b8-0433b1c4eafd,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Fusarium Wilt (Fungal),Fusarium oxysporum f.sp. trichosanthes,Leaves yellow from base; plant wilts in the heat. Soil-borne. Drench base with Carbendazim (2g/liter). Mix Trichoderma viride into manure at planting time.,en,knowledge_base_dee32915-8102-47b9-be0a-6f86f7cc411d,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Root Knot Nematode (Parasitic),Meloidogyne incognita,"Weak/yellow vines; roots have ""knots."" Apply Neem Cake (250kg/acre) during land preparation. Planting Marigolds at the base of the trellis helps kill these worms.",en,knowledge_base_10089c59-cd87-4557-bcbd-25fe8041c29a,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Choanephora Fruit Rot* (Fungal),Choanephora cucurbitarum,"Flowers and young fruits covered in ""black-headed whiskers."" Spray Copper Oxychloride (3g/liter). Common in heavy rain. Removing dead flowers from the tips of young fruits can stop the rot.",en,knowledge_base_d832d34b-db2a-4cd2-804c-0573cc212966,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Macrophomina Root Rot / Charcoal Rot* (Fungal),Macrophomina phaseolina,"The lower stem turns dark brown or black and the plant wilts. Tiny black dots appear under the bark. Drench with Carbendazim. This loves hot, dry soil followed by heavy rain. Use mulch to keep soil temperature steady.",en,knowledge_base_fb61af2c-a52e-433d-a01e-6374cb4b2beb,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Zucchini Yellow Mosaic Virus (ZYMV)* (Viral),Zucchini yellow mosaic virus (ZYMV),"Causes severe ""bumpy"" distorted fruit and extreme yellowing. Spread by Aphids. No cure. This is more aggressive than common mosaic. Maintain strict aphid control from day one of planting.",en,knowledge_base_6ec78bbb-a34c-4c09-ac80-c7887439a84f,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Collar Rot* (Fungal),Sclerotium rolfsii,"The vine rots right at the soil level, often showing white ""silk-like"" fungal threads. Drench with Copper Oxychloride (3g/liter). Avoid mounding wet soil directly against the main stem.",en,knowledge_base_c2e6e0f5-e3e6-4fa7-a153-92a1238e8c2f,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Blossom End Rot* (Physiological),Calcium deficiency (Non-pathogenic),The tip of the fruit turns black and leathery (without mushy rot). This is a Calcium deficiency caused by irregular watering. Ensure steady moisture and spray Calcium Nitrate (5g/liter) during fruit formation.,en,knowledge_base_dc38bee6-6594-466a-bb4c-6243c840471a,2026-01-12 19:09:08.013000+00:00,,
crop,Snake Gourd,Fruit Cracking* (Physiological),Moisture stress (Non-pathogenic),Long gourds split open on the sides. Usually caused by heavy rain or sudden heavy irrigation after a dry spell. Maintain consistent soil moisture. Avoid heavy Nitrogen doses during the peak fruiting stage.,en,knowledge_base_04986241-4057-45c3-a39e-6bd75b0445e4,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Downy Mildew (Fungal),Peronospora effusa,"Yellow irregular spots on top; purplish-grey ""fuzz"" underneath. Spray Metalaxyl + Mancozeb (2g/liter). Avoid evening watering; leaves must be dry at night. Use wider spacing for air circulation.",en,knowledge_base_b1a264fd-f844-409f-bb1c-587d1adab41e,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Cercospora Leaf Spot (Fungal),Cercospora beticola,Small circular spots with white/grey centers and dark reddish borders. Spray Carbendazim (1g/liter) or Mancozeb (2g/liter). Removing older bottom leaves stops the fungus from jumping to new growth.,en,knowledge_base_b611ad3b-092d-4a7e-a2d6-db1b069b0339,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Anthracnose (Fungal),Colletotrichum dematium,"Small water-soaked spots that turn brown and thin like paper. Spray Copper Oxychloride (3g/liter). Ensure good drainage to prevent soil splashing onto leaves. Use healthy, disease-free seeds.",en,knowledge_base_3166415e-5f87-44e9-b059-aefd611fd296,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Damping Off (Fungal),Pythium spp. / Rhizoctonia solani,Young seedlings rot at the base and fall over. Treat seeds with Trichoderma viride (4g/kg) before sowing. Drench soil with Copper Oxychloride (2g/liter) if rot appears. Use raised beds.,en,knowledge_base_518d198d-83e9-45e5-a19b-674e9056b3b9,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Fusarium Wilt (Fungal),Fusarium oxysporum f.sp. spinaciae,Leaves turn yellow; the whole plant wilts. Roots look dark or rotted. Soil-borne. Drench with Carbendazim (2g/liter). Best fix: mix Trichoderma into compost before planting. Rotate crops every 2-3 years.,en,knowledge_base_f96f9b2b-0bbc-44cb-9d5b-5744916cfae0,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Mosaic Virus (Viral),Cucumber mosaic virus (CMV),"Patchy green/yellow ""mosaic"" patterns; wrinkled leaves. Spread by Aphids. No cure. Control aphids with yellow sticky traps and Neem oil (5ml/liter). Pull out and bury infected plants immediately.",en,knowledge_base_d8471810-b5b4-4558-a459-4bc853048992,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,White Rust (Fungal),Albugo occidentalis,"White ""chalky"" blisters on the leaf underside. Spray Metalaxyl (2g/liter). If seen, harvest healthy leaves immediately and destroy infected ones. Avoid overhead sprinklers.",en,knowledge_base_e095c952-6447-4fd4-95c4-0fe57a61abec,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Stemphylium Leaf Spot (Fungal),Stemphylium botryosum,"Grey-to-tan circular spots that make leaves look ""burnt."" Spray Propiconazole (1ml/liter). Often confused with heat stress. Ensure plants have enough Potassium to strengthen leaf edges.",en,knowledge_base_938cda81-8878-4e9f-a010-b75404406849,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Bacterial Leaf Spot (Bacterial),Pseudomonas syringae pv. spinaciae,"Small, water-soaked greasy spots that turn brown. Spray Streptocycline (1g in 10L) mixed with Copper Oxychloride (2g/liter). Avoid high-pressure sprays that wound the leaf skin.",en,knowledge_base_4ef6b1ec-d88c-4bd8-9d67-0d4dc88b258f,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Cladosporium Leaf Spot* (Fungal),Cladosporium variabile,"Small, round, dark green ""fuzzy"" spots on both sides of the leaf. Spray Mancozeb (2.5g/liter). Happens in cool, wet conditions. Never harvest when plants are wet.",en,knowledge_base_2dd0c7b0-f052-4d9e-b067-4068b8ccce4b,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Pythium Root Rot* (Fungal/Oomycete),Pythium aphanidermatum,"Roots turn black and ""slimy,"" and the plant stays stunted. Drench soil with Metalaxyl (2g/liter). This loves waterlogged soil. Improve drainage and avoid over-irrigating during the monsoon.",en,knowledge_base_8f0b23dd-6504-4c06-8eb8-93dc7533a37f,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Phyllosticta Leaf Spot* (Fungal),Phyllosticta spinaciae,Small brown spots that develop tiny black dots in the center. Spray Copper Oxychloride (3g/liter). Clean up all crop residue after harvest as the fungus hides in dead leaves.,en,knowledge_base_bb381688-6ead-4286-920c-c5e1e3af4488,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Damp-weather Blight* (Fungal),Rhizoctonia solani,"Large, dark, mushy patches on leaves during very heavy rain. Spray Mancozeb. Best managed by using a temporary plastic rain shelter over the crop during peak monsoon.",en,knowledge_base_993d79f8-d6c9-4f95-a58a-ab3013f4aedb,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Verticillium Wilt* (Fungal),Verticillium dahliae,One side of the leaf or plant turns yellow and wilts. Soil-borne. There is no chemical cure. Avoid planting in soil where potatoes or tomatoes were recently grown. Use Trichoderma at the time of sowing.,en,knowledge_base_174b2867-1e09-4fdb-8d71-9994992417ba,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Tip Burn* (Physiological),Calcium deficiency (Non-pathogenic),The edges of the leaves turn brown and dry. This is a Calcium deficiency caused by high heat or irregular watering. Maintain steady moisture and spray a Calcium-based micronutrient if needed.,en,knowledge_base_0e7f6dcb-55fd-4f4e-98c4-b4ac23fd13c5,2026-01-12 19:09:08.013000+00:00,,
crop,Spinach,Iron Chlorosis* (Nutritional),Iron deficiency (Non-pathogenic),"New leaves are bright yellow, but the veins stay dark green. Spray Ferrous Sulfate (2g/liter). Common in alkaline (high pH) soils. Adding organic manure helps lower the pH and release Iron to the plant.",en,knowledge_base_8d5e0af3-61b4-4e7b-acab-bca5679cca8a,2026-01-12 19:09:08.013000+00:00,,
crop,Sponge Gourd,Yellow Vein Mosaic (Viral),Sponge gourd yellow vein mosaic virus,"Similar to Okra, the veins turn bright yellow while the rest of the leaf remains green. Spread by Whiteflies. Treatment: No cure. Pull out infected plants. Prevention: Install yellow sticky traps (15/acre) and spray Neem Oil (5ml/liter) or Acetamiprid early in the morning to kill whiteflies.",en,knowledge_base_62f16a02-a19b-4a85-af8b-a6693f730dfe,2026-01-12 19:09:08.013000+00:00,,
crop,Sponge Gourd,Sclerotium Stem Rot (Fungal),Sclerotium rolfsii,"A thick white mold grows around the base of the stem at the soil line. You will see small, round, brown structures (sclerotia) that look like mustard seeds. Treatment: Drench the base with Hexaconazole (2ml/liter). This fungus loves high humidity and heavy manure. Ensure the soil around the stem is well-aerated.",en,knowledge_base_c3a8b31d-c7ea-4b2c-9526-fb787b024359,2026-01-12 19:09:08.013000+00:00,,
crop,Sponge Gourd,Witches' Broom (Phytoplasma),Candidatus Phytoplasma spp.,"The plant produces many tiny, crowded leaves instead of normal vines, looking like a ""broom."" Spread by Leafhoppers. Treatment: No cure. Pull out and destroy the plant. Prevention: Control leafhoppers using Dimethoate (2ml/liter). Keeping the field free of wild weeds like Parthenium (Congress grass) is vital as they harbor the phytoplasma.",en,knowledge_base_6c316f4d-523f-487e-87b9-af8a1271bc6c,2026-01-12 19:09:08.013000+00:00,,
crop,Sponge Gourd,Black Rot (Fungal),Colletotrichum capsici,"The stem turns black and mushy, especially near the joints (nodes). This usually happens during the height of the rainy season. Treatment: Spray Carbendazim + Mancozeb (2g/liter). Avoid over-application of Urea, which makes the stems soft and juicy, attracting this fungus.",en,knowledge_base_e1cac7bb-1ed7-4c9e-a835-c45fd24eaac8,2026-01-12 19:09:08.013000+00:00,,
crop,Wheat,Karnal Bunt,Tilletia indica,Use disease-free seeds. Spray Propiconazole at heading.,en,knowledge_base_c350a1a2-5ac5-44ca-ab4f-654b34a936d4,2026-01-12 19:09:08.013000+00:00,,
